"ident","credit.card.owner","profession","sex","nationality","age","av.num.atm.withdr","av.num.cheque.cash.withdr","av.num.cheque.cash.deposits","av.num.reg.pmnt.init.by.cust","av.num.salary.deposits","av.num.transfers","av.amnt.pmnts.init.by.cust","av.num.security.pur.ord","av.num.security.sales.ord","av.amnt.atm.withdr","av.cheque.cash.withdr","av.cash.deposits","av.amnt.reg.pmnt.init.by.cust","av.cheque.credits","av.salary.deposits","av.cheque.debits","av.amnt.transfers","av.num.pmnts.init.by.cust","av.amnt.security.pur.ord","av.amnt.security.sales.ord","av.num.saving.cash.withdr","av.num.saving.cash.deposits","av.amnt.saving.cash.withdr","av.amnt.saving.cash.deposits","av.saving.balance","sd.num.atm.withdr","sd.num.cheque.cash.withdr","sd.num.cheque.cash.deposits","sd.num.reg.pmnt.init.by.cust","sd.num.salary.deposits","sd.num.transfers","sd.amnt.pmnts.init.by.cust","sd.num.security.pur.ord","sd.num.security.sales.ord","sd.amnt.atm.withdr","sd.cheque.cash.withdr","sd.cash.deposits","sd.amnt.reg.pmnt.init.by.cust","sd.cheque.credits","sd.salary.deposits","sd.cheque.debits","sd.amnt.transfers","sd.num.pmnts.init.by.cust","sd.amnt.security.pur.ord","sd.amnt.security.sales.ord","sd.num.saving.cash.withdr","sd.num.saving.cash.deposits","sd.amnt.saving.cash.withdr","sd.amnt.saving.cash.deposits","sd.saving.balance"
31,,"lawyer","F","CH",72.583333333,1.9166666666666667,1,0,0,0,1,.25,0,0,800,4194.8756309499995,0,0,5657.48308125,0,6599.031854499998,5657.48308125,8.322890206733332,0,0,0,0,0,0,720670.24412,.90033663737852,0,0,0,0,0,.45226701686664544,0,0,0,24.182982303715338,0,0,5.278391859106686,0,38.07248060181873,5.278391859106686,19.119664334288963,0,0,0,0,0,0,0
33,,"none","M","CH",7.0833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,,"none","F","CH",23.416666667,2.3333333333333335,1,0,0,0,1,0,0,0,245.83333333333334,249.48981458416668,0,0,849.2751093749999,0,495.32314791749997,849.2751093749999,0,0,0,0,0,0,0,6399.7963982,.6513389472789296,0,0,0,0,0,0,0,0,14.433756729740637,12.807653716612474,0,0,6.342595207931837,0,4.9652601236863,6.342595207931837,0,0,0,0,0,0,0,0
36,,"none","M","CH",5.0833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"yes","police","M","CH",24.25,1.6666666666666667,1,0,1,1,0,.3333333333333333,0,0,400,195.5894285533333,0,1072.5,4450.017,4450.017,2149.3416070666667,0,114.58551187,0,0,0,.3333333333333333,0,745.7441052333334,2237.2323157,1.1547005383792517,0,0,0,0,0,.5773502691896258,0,0,217.94494717703367,32.30314117128876,0,0,1.3530000000000655,1.3530000000000655,104.3381553161937,0,198.46792837012669,0,0,0,.5773502691896258,0,1291.6666797091248,0
38,,"none","F","CH",21.833333333,2.0833333333333335,1,0,0,0,1,0,0,0,283.3333333333333,339.24846053000005,0,0,834.2817656249999,0,622.5817938633334,834.2817656249999,0,0,0,0,.08333333333333333,0,186.39545579166668,2236.7454695000006,1.0836246694508316,0,0,0,0,0,0,0,0,24.618298195866544,16.389126375043276,0,0,11.177433240887286,0,14.500260271567527,11.177433240887286,0,0,0,0,.2886751345948128,0,645.6927994622506,0
39,,"engineer","F","CH",60.083333333,2.25,1.1666666666666667,0,0,1,0,0,0,0,1658.3333333333333,6159.739163416668,0,0,7837.4142,7837.4142,7818.072496749999,0,0,0,0,0,.16666666666666666,0,2066.6666666666665,320485.22636999993,.8660254037844386,.38924947208076155,0,0,0,0,0,0,0,596.8985498289294,6187.127103609016,0,0,2316.1366626457257,2316.1366626457257,6183.466166290108,0,0,0,0,0,.38924947208076144,0,6219.811942981925,9768.96756431954
40,,,,,29.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74418.302318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,,"none","M","CH",12.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14084.114658000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,,,,,68.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,,"engineer","F","CH",86.916666667,2.3333333333333335,1,.3333333333333333,0,0,1,.08333333333333333,0,0,1150,4443.22605575,1923.1512325583335,0,5559.634082558333,0,5604.214810941667,3636.48285,10.988755193333333,0,0,.3333333333333333,0,1923.1512325583335,0,492934.5903650001,.6513389472789296,0,.492365963917331,0,0,0,.2886751345948128,0,0,21.320071635561042,28.731599447331877,2847.4410539561422,0,2846.8453152690436,0,52.29832089887709,3.248241144065526,38.06616461357939,0,0,.492365963917331,0,2847.4410539561422,0,6951.683645767437
45,,"none","F","CH",21.75,2.0833333333333335,1,0,0,0,1,0,0,0,250,338.15447092000005,0,0,828.9873281249999,0,588.15447092,828.9873281249999,0,0,0,0,0,0,0,2249.7582028,1.3113721705515067,0,0,0,0,0,0,0,0,0,10.379052748213928,0,0,8.471648348764084,0,10.379052748213924,8.471648348764084,0,0,0,0,0,0,0,0
46,"no","none","M","YU",21,4.5,1,0,0,0,1,0,0,0,400,329.9133862733333,0,0,722.9351250000001,0,729.9133862733333,722.9351250000001,0,0,0,0,0,0,0,0,1.5075567228888183,0,0,0,0,0,0,0,0,0,.6000337830076651,0,0,.8031365466095978,0,.6000337830076673,.8031365466095978,0,0,0,0,0,0,0,0
47,,"lawyer","F","CH",56.083333333,2.0833333333333335,1.4166666666666667,0,0,1,0,.08333333333333333,.16666666666666666,0,870.8333333333334,2368.20985393,0,0,5382.09296625,5382.09296625,4603.779462233332,0,25.569608300833334,193.33333333333334,0,0,.5,0,1148.3333333333333,1034026.1374666666,1.378954368902449,.5149286505444373,0,0,0,0,.2886751345948128,.38924947208076155,0,637.6299629855623,1966.9015083196484,0,0,1839.703111830394,1839.703111830394,2378.496543518421,0,88.57572141335648,451.5293876136833,0,0,.674199862463242,0,1607.2666426595372,5234.260967776432
48,,"business","M","CH",42.416666667,2.25,1.1666666666666667,0,0,1,0,.5833333333333334,0,0,950,1910.082904566667,0,0,4125.653196025,4125.653196025,4113.71960295,0,66.13669839558334,0,0,0,.16666666666666666,0,608.3333333333334,86459.24624266666,.9653072991634227,.3892494720807615,0,0,0,0,.5149286505444373,0,0,843.1542509583231,1463.9578324242916,0,0,112.74122077325988,112.74122077325988,1790.5928466915395,0,82.88833504710388,0,0,0,.38924947208076144,0,1422.1995342256005,1723.2808737106582
49,,,,,98.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479700.4686900002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"yes","chemist","M","CH",76.25,3,1.3333333333333333,0,0,0,1,0,0,0,800,2634.4060717666666,0,0,4582.78821,0,5051.072738433334,4582.78821,0,0,0,0,.3333333333333333,0,666.6666666666666,1645119.0946333334,2,.5773502691896257,0,0,0,0,0,0,0,0,1149.910844192682,0,0,1.1711700000000747,0,1135.4645928966374,1.1711700000000747,0,0,0,0,.5773502691896258,0,1154.7005383792516,1154.7005383792516
51,,"teacher","F","YU",74.583333333,2.4166666666666665,1,.16666666666666666,0,0,1,.08333333333333333,0,0,562.5,3332.2056005666673,999.701894025,0,4462.189985591666,0,5046.723023333333,3462.488091575,31.18408943333333,0,0,.16666666666666666,0,999.701894025,0,1960.8008842666668,1.164500152881315,0,.38924947208076144,0,0,0,.28867513459481287,0,0,22.613350843332274,27.457435435510238,2335.3227522760385,0,2333.853026048567,0,124.91439431459666,3.210538346962875,108.02485457261018,0,0,.38924947208076144,0,2335.3227522760385,0,2896.2948522957363
52,,"teacher","F","CH",41.083333333,4.416666666666667,1,0,0,1,0,0,0,0,850,795.1289603524998,0,0,3029.580520316667,3029.580520316667,2474.2956270083337,0,0,0,0,0,0,0,0,141859.77123000004,1.97522534195852,0,0,0,0,0,0,0,0,508.56303801629514,68.41604770359052,0,0,895.380828728786,895.380828728786,366.33342393631784,0,0,0,0,0,0,0,0,0
55,,"engineer","F","CH",79.25,1.75,1,.08333333333333333,0,0,1,.08333333333333333,0,0,1375,3251.72916295,439.07310015,0,4703.393160150001,0,4667.157691275,4264.320060000001,40.4285283275,0,0,.08333333333333333,0,439.07310015,0,510832.97652,.8660254037844386,0,.2886751345948128,0,0,0,.2886751345948128,0,0,39.886201760873284,22.48645838942322,1520.993835393156,0,1519.4660290980548,0,139.74527771162695,3.8978893728783532,140.04853027693522,0,0,.2886751345948128,0,1520.993835393156,0,1520.9938348735373
56,,"business","M","CH",38.333333333,2.0833333333333335,1.3333333333333333,0,0,1,0,0,0,0,895.8333333333334,2015.2551815333336,0,0,5279.4373341499995,5279.4373341499995,4069.4218482,0,0,0,0,0,.3333333333333333,0,875,279354.1063666667,.7929614610987591,.49236596391733095,0,0,0,0,0,0,0,704.6786286648473,1616.5187848003607,0,0,268.84897124130043,268.84897124130043,1591.3438991359733,0,0,0,0,0,.492365963917331,0,1614.7755261955142,3254.3211366744463
57,"yes","business","M","CH",25.666666667,2.857142857142857,1.1428571428571428,0,1,1,0,0,0,0,1121.4285714285713,1842.8130510700005,0,600,5183.339360114284,5183.339360114284,4664.241622485714,0,0,0,0,0,.14285714285714285,0,1185.7142857142858,15828.102345142854,.8997354108424372,.37796447300922725,0,0,0,0,0,0,0,990.730850961864,3121.971704218772,0,0,69.31539755581733,69.31539755581733,3052.922052122967,0,0,0,0,0,.37796447300922725,0,3137.105125976586,4436.536615746244
58,,"engineer","F","YU",73,1.6666666666666667,1.0833333333333333,0,0,0,1,.25,0,.08333333333333333,550,1565.8972604500002,0,0,3234.0959616666664,0,3395.7836958250004,3137.429295,150.71976870058333,0,96.66666666666667,0,.16666666666666666,0,565.0833333333334,471579.08786333323,.7784989441615229,.28867513459481287,0,0,0,0,.45226701686664544,0,.28867513459481287,0,1845.0356901095768,0,0,336.277295249713,0,1868.1424584973943,2.92341702965892,457.09053739907387,0,334.8631561299829,0,.38924947208076144,0,1840.783699620322,2600.3435597604944
59,"no","police","F","CH",41.416666667,2.25,1,0,0,1,0,0,0,0,1020.8333333333334,1805.1984793666663,0,0,3235.259775,3235.259775,2826.0318126999996,0,0,0,0,0,0,0,0,219127.86659,1.3568010505999364,0,0,0,0,0,0,0,0,353.84789575936907,147.98844797798998,0,0,956.1671444137618,956.1671444137618,345.0396266343397,0,0,0,0,0,0,0,0,0
63,,"lawyer","F","CH",64.25,1.3333333333333333,2,0,0,0,1,.4166666666666667,0,.08333333333333333,816.6666666666666,4348.843239241667,0,0,5607.753497916667,0,6903.811247483332,5511.08683125,96.63467492625001,0,96.66666666666667,0,1,0,3066.6666666666665,1695725.7588,.6513389472789296,0,0,0,0,0,.5149286505444373,0,.28867513459481287,24.618298195866544,2658.8615695774406,0,0,336.51428684968425,0,2578.1302871292173,5.278391859106376,267.04596335013855,0,334.8631561299829,0,0,0,2654.7841320677635,11099.262874787513
64,,,,,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1513678.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,,,,,19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,,"chemist","F","CH",93.916666667,1.75,1,.16666666666666666,0,0,1,.16666666666666666,0,0,816.6666666666666,2132.948849916667,919.8874087416667,0,4539.241897491666,0,4623.0755827250005,3619.3544887500007,19.2933994715,0,0,.16666666666666666,0,919.8874087416667,0,697319.9839791667,.7537783614444091,0,.38924947208076144,0,0,0,.38924947208076155,0,0,24.618298195866544,26.61855608356024,2151.2559349910625,0,2150.701517407728,0,105.98229789461958,3.167035115463903,51.265062144821464,0,0,.38924947208076144,0,2151.2559349910625,0,3669.366530149933
68,,"police","M","CH",63.333333333,2.0833333333333335,1.1666666666666667,0,0,1,0,0,0,0,1137.5,5326.214778483333,0,0,7731.1322,7731.1322,7922.048111816667,0,0,0,0,0,.16666666666666666,0,1308.3333333333333,279850.88683999993,1.6213537179739277,.38924947208076144,0,0,0,0,0,0,0,880.8892717537824,4035.2466013178337,0,0,2284.6995430998104,2284.6995430998104,4405.413118016322,0,0,0,0,0,.38924947208076155,0,3998.967669817101,519.6152422706632
69,"no",,,,23.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,,,,,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,,"engineer","M","CH",35.666666667,4,1,0,2,1,0,.08333333333333333,0,.08333333333333333,1654.1666666666667,1236.7698103416667,0,2451.9732529,7267.576133333332,7219.242799999999,6986.264483916667,0,10.0214206725,0,48.333333333333336,0,0,0,0,90796.25145900004,1.4142135623730951,0,0,0,0,0,.28867513459481287,0,.28867513459481287,953.0950380288166,141.08746189020104,0,0,2117.9642476786557,2133.6709186544394,753.4954923745801,0,34.71521953758213,0,167.43157806499147,0,0,0,0,0
73,,"engineer","F","CH",47,4.5,1,0,0,1,0,0,0,0,904.1666666666666,3629.1378401083334,0,0,5121.3778,5121.3778,5366.637840108334,0,0,0,0,0,0,0,0,18677.603437999995,1.7320508075688772,0,0,0,0,0,0,0,0,731.2686154066698,263.01766983093114,0,0,1639.8074172040083,1639.8074172040083,873.9572806768449,0,0,0,0,0,0,0,0,0
75,,,,,29.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57331.15315799998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,"yes","chemist","F","YU",46.5,2.4285714285714284,1.5714285714285714,0,0,1,0,0,0,.14285714285714285,1178.5714285714287,3220.517989857143,0,0,6011.384032857143,5928.52689,5549.089418428572,0,0,0,82.85714285714286,0,.5714285714285714,0,1314.2857142857142,490501.9849314285,1.3972762620115438,.5345224838248488,0,0,0,0,0,0,.3779644730092273,1001.1897684160344,1785.8517030542896,0,0,1939.4925163364505,1964.0562481018594,1976.8989152367026,0,0,0,219.21939434535182,0,.5345224838248488,0,1759.1935381764863,3629.3774882727416
77,,"business","F","CH",65,2.3333333333333335,1.0833333333333333,0,0,1,0,0,0,0,866.6666666666666,2240.8485750333334,0,0,3167.636432275,3167.636432275,3107.5152417000004,0,0,0,0,0,.08333333333333333,0,600,323593.33238,.8876253645985945,.28867513459481287,0,0,0,0,0,0,0,286.30350499024104,2080.4506330437844,0,0,354.09488338220785,354.09488338220785,2051.9436684463662,0,0,0,0,0,.28867513459481287,0,2078.460969082653,3545.0349402047827
78,,"none","M","CH",7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,,"business","F","CH",54.25,2.0833333333333335,1,0,0,1,0,0,0,0,541.6666666666666,1340.4169091083331,0,0,3018.4743675666664,3018.4743675666664,2565.4169091083336,0,0,0,0,0,0,0,0,217532.66253999996,.6685579234215215,0,0,0,0,0,0,0,0,413.8693982259124,26.869200979751966,0,0,228.36144258303347,228.36144258303347,225.87584342634574,0,0,0,0,0,0,0,0,0
80,,"none","F","IT",9.6666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.08333333333333333,0,4462.75,145727.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.28867513459481287,0,15459.419482956015,15459.419482956015
81,,"engineer","F","IT",23.916666667,2.3333333333333335,1,0,.5833333333333334,.5833333333333334,.4166666666666667,.25,0,0,454.1666666666667,483.37615726999996,0,393.75,3083.8245539066666,2881.59795,1481.4983682941665,202.2266039066667,150.20554435058332,0,0,0,.08333333333333333,0,82.52205409833333,412.61027049166665,1.1547005383792515,0,0,.5149286505444373,.5149286505444373,.5149286505444373,.45226701686664544,0,0,249.96211834208117,251.52559490553534,0,347.5768391174951,2596.2198586438353,2814.7032292679687,1001.0814677168115,298.70851637216214,465.28232197173156,0,0,0,.28867513459481287,0,285.8647808865216,509.91563948411795
82,,"nurse","F","IT",35.916666667,4.25,1,0,0,1,0,.3333333333333333,0,0,908.3333333333334,730.4371708158334,0,0,1899.938404375,1899.938404375,2428.796644116667,0,181.69280664033332,0,0,0,0,0,0,84696.053313,1.4847711791873706,0,0,0,0,0,.492365963917331,0,0,427.37748554587563,53.94149261413206,0,0,561.5323972554241,561.5323972554241,724.178366804883,0,535.3645086035851,0,0,0,0,0,0,0
84,,"chemist","F","CH",60.5,2.0833333333333335,1.3333333333333333,0,0,1,0,.16666666666666666,0,0,1116.6666666666667,3249.915805958333,0,0,5738.823089999999,5738.823089999999,5835.20982955,0,51.96069025875,0,0,0,.3333333333333333,0,1808.3333333333333,473612.6465733333,.7929614610987591,.49236596391733095,0,0,0,0,.38924947208076155,0,0,921.543501003845,3354.5364654826026,0,0,1695.9518650514292,1695.9518650514292,3229.0651229202995,0,154.5527079928386,0,0,0,.492365963917331,0,3395.574213947362,8316.955117363712
85,,"business","F","IT",41.5,1.5833333333333333,1.1666666666666667,0,.8333333333333334,1,0,0,0,0,745.8333333333334,2184.0617843,0,187.5,2846.041251641666,2846.041251641666,3117.3951176333335,0,0,0,0,0,.16666666666666666,0,891.6666666666666,198905.0282833333,.6685579234215214,.38924947208076155,0,.3892494720807615,0,0,0,0,0,237.8486276962087,2558.697868229043,0,87.58113121817134,211.21994284692997,211.21994284692997,2589.8624990035664,0,0,0,0,0,.38924947208076144,0,2574.510839092751,4382.057078864245
87,,"chemist","F","YU",72.333333333,1.9166666666666667,1.0833333333333333,0,0,0,1,0,0,0,1350,3314.2022226999998,0,0,4264.045929,0,4664.2022227,4264.045929,0,0,0,0,.08333333333333333,0,875,459603.52123,.996204919895622,.28867513459481287,0,0,0,0,0,0,0,36.92744729379982,3023.3857528241897,0,0,3.9814155737259607,0,3007.87943102133,3.9814155737259607,0,0,0,0,.28867513459481287,0,3031.0889132455354,5406.750830716591
88,,,,,67.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633908.4007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,,,,,85.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649778.18803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,"no",,,,22.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
